IEC CDD Code,UnitId,DisplayName,Description
0112/2///62720#UAB315,705777205,m/Pa,metre per pascal
0112/2///62720#UAB316,705777206,kg/Pa,kilogram per pascal
0112/2///62720#UAB317,705777207,mol/(kg·Pa),mol per kilogram pascal
0112/2///62720#UAB319,705777209,K/Pa,kelvin per pascal
0112/2///62720#UAB320,705777232,A/Pa,ampere per pascal
0112/2///62720#UAB321,705777233,kg/(s·Pa),kilogram per second pascal
0112/2///62720#UAB322,705777234,m³/(s·Pa),cubic metre per second pascal
0112/2///62720#UAB323,705777235,m³/Pa,cubic metre per pascal
0112/2///62720#UAB324,705777236,J⁻¹,reciprocal joule
0112/2///62720#UAB325,705777237,m³/(s·m²),cubic metre per second square metre
0112/2///62720#UAB326,705777238,V⁻¹,reciprocal volt
0112/2///62720#UAB327,705777239,rad⁻¹,reciprocal radian
0112/2///62720#UAB328,705777240,m/h,metre per hour
0112/2///62720#UAB332,705777266,N·m²/A,newton square metre per ampere
0112/2///62720#UAB333,705777267,Wb·m,weber metre
0112/2///62720#UAB334,705777268,mol/m²)**∑νB},mole per cubic metre to the power sum of stoichiometric numbers
0112/2///62720#UAB335,705777269,Pa**∑νB},pascal to the power sum of stoichiometric numbers
0112/2///62720#UAB336,705777270,J/T,joule per tesla
0112/2///62720#UAB337,705777271,C/m,coulomb per metre
0112/2///62720#UAB338,705777272,dec,decade
0112/2///62720#UAB339,705777273,Pa²·s,pascal squared second
0112/2///62720#UAB340,705777296,E,erlang
0112/2///62720#UAB341,705777297,o,octet
0112/2///62720#UAB342,705777298,o/s,octet per second
0112/2///62720#UAB343,705777299,Sh,shannon
0112/2///62720#UAB344,705777300,Hart,hartley
0112/2///62720#UAB345,705777301,nat,natural unit of information
0112/2///62720#UAB346,705777302,Sh/s,shannon per second
0112/2///62720#UAB347,705777303,Hart/s,hartley per second
0112/2///62720#UAB348,705777304,nat/s,natural unit of information per second
0112/2///62720#UAB349,705777305,s/kg,second per kilogram
0112/2///62720#UAB350,705777328,W·m²,watt square metre
0112/2///62720#UAB351,705777329,B,bel
0112/2///62720#UAB352,705777330,1/(Hz·rad·m³),second per radian cubic metre
0112/2///62720#UAB353,705777331,A/(m²·K²),ampere per square metre kelvin squared
0112/2///62720#UAB354,705777332,Wb⁻¹,reciprocal weber
0112/2///62720#UAB355,705777333,kg·m/s²,kilogram metre per second squared
0112/2///62720#UAB356,705777334,J/s,joule per second
0112/2///62720#UAB357,705777335,pS,picosiemens
0112/2///62720#UAB358,705777336,kWb,kiloweber
0112/2///62720#UAB359,705777337,nΩ,nanoohm
0112/2///62720#UAB360,705777360,in⁻¹,reciprocal inch
0112/2///62720#UAB361,705777361,in⁻²,reciprocal square inch
0112/2///62720#UAB362,705777362,mH₂O,conventional metre of water
0112/2///62720#UAB363,705777363,pV,picovolt
0112/2///62720#UAB364,705777364,kN/m,kilonewton per metre
0112/2///62720#UAB365,705777365,kcd,kilocandela
0112/2///62720#UAB366,705777366,t/mo,tonne per month
0112/2///62720#UAB367,705777367,t/y,tonne per year
0112/2///62720#UAB368,705777368,kg·m,kilogram metre
0112/2///62720#UAB369,705777369,mcd,millicandela
0112/2///62720#UAB370,705777392,in/y,inch per year
0112/2///62720#UAB371,705777393,dpt,dioptre
0112/2///62720#UAB372,705777394,%/mo,percent per month
0112/2///62720#UAB373,705777395,%/hbar,percent per hectobar
0112/2///62720#UAB374,705777396,W/m,watt per metre
0112/2///62720#UAB375,705777397,daPa,decapascal
0112/2///62720#UAB376,705777398,g/mm,gram per millimetre
0112/2///62720#UAB377,705777399,Fg,French gauge
0112/2///62720#UAB378,705777400,mm/min,millimetre per minute
0112/2///62720#UAB379,705777401,bp,big point
0112/2///62720#UAB380,705777424,l/kg,litre per kilogram
0112/2///62720#UAB381,705777425,g·mm,gram millimetre
0112/2///62720#UAB382,705777426,Ch,Charrière gauge
0112/2///62720#UAB383,705777427,A·min,ampere minute
0112/2///62720#UAB384,705777428,kF,kilofarad
0112/2///62720#UAB385,705777429,kT,kilotesla
0112/2///62720#UAB386,705777430,kH,kilohenry
0112/2///62720#UAB387,705777431,pfd,pfund
0112/2///62720#UAB388,705777432,lb/lb,pound per pound
0112/2///62720#UAB389,705777433,g/mm²,gram per square millimetre
0112/2///62720#UAB390,705777456,lb/yd²,pound (avoirdupois) per square yard
0112/2///62720#UAB391,705777457,klb/h,kilopound per hour
0112/2///62720#UAB392,705777458,km/s,kilometre per second
0112/2///62720#UAB393,705777459,in/min,inch per minute
0112/2///62720#UAB394,705777460,yd/s,yard per second
0112/2///62720#UAB395,705777461,yd/min,yard per minute
0112/2///62720#UAB396,705777462,yd/h,yard per hour
0112/2///62720#UAB397,705777463,km/s²,kilometre per second squared
0112/2///62720#UAB398,705777464,cm/s²,centimetre per second squared
0112/2///62720#UAB399,705777465,yd/s²,yard per second squared
0112/2///62720#UAB400,705778192,mm/s²,millimetre per second squared
0112/2///62720#UAB401,705778193,mi/s²,mile (statute mile) per second squared
0112/2///62720#UAB402,705778194,lbmol,pound mole
0112/2///62720#UAB403,705778195,FIT,failures in time
0112/2///62720#UAB404,705778196,kmol/kg,kilomole per kilogram
0112/2///62720#UAB405,705778197,lbmol/lb,pound mole per pound
0112/2///62720#UAB406,705778198,MΩ·km,megaohm kilometre
0112/2///62720#UAB407,705778199,°/s²,degree [unit of angle] per second squared
0112/2///62720#UAB408,705778200,cm²/s,square centimetre per second
0112/2///62720#UAB409,705778201,dm³/kg,cubic decimetre per kilogram
0112/2///62720#UAB410,705778224,ft³/lb,cubic foot per pound
0112/2///62720#UAB411,705778225,in³/lb,cubic inch per pound
0112/2///62720#UAB412,705778226,p,pond
0112/2///62720#UAB413,705778227,kg·(cm/s),kilogram centimetre per second
0112/2///62720#UAB414,705778228,g·(cm/s),gram centimetre per second
0112/2///62720#UAB415,705778229,lb·(ft/s),pound (avoirdupois) foot per second
0112/2///62720#UAB416,705778230,lb·(in/s),pound (avoirdupois) inch per second
0112/2///62720#UAB417,705778231,pdl·ft,poundal foot
0112/2///62720#UAB418,705778232,pdl·in,poundal inch
0112/2///62720#UAB419,705778233,dyn·m,dyne metre
0112/2///62720#UAB420,705778256,mPa/m,millipascal per metre
0112/2///62720#UAB421,705778257,kPa/m,kilopascal per metre
0112/2///62720#UAB422,705778258,hPa/m,hectopascal per metre
0112/2///62720#UAB423,705778259,Atm/m,standard atmosphere per metre
0112/2///62720#UAB424,705778260,at/m,technical atmosphere per metre
0112/2///62720#UAB425,705778261,Torr/m,torr per metre
0112/2///62720#UAB426,705778262,psi/in,psi per inch
0112/2///62720#UAB427,705778263,pdl/in²,poundal per square inch
0112/2///62720#UAB428,705778264,N·s/m²,newton second per square metre
0112/2///62720#UAB429,705778265,kg/(m·s),kilogram per metre second
0112/2///62720#UAB430,705778288,kg/(m·min),kilogram per metre minute
0112/2///62720#UAB431,705778289,kg/(m·d),kilogram per metre day
0112/2///62720#UAB432,705778290,kg/(m·h),kilogram per metre hour
0112/2///62720#UAB433,705778291,g/(cm·s),gram per centimetre second
0112/2///62720#UAB434,705778292,pdl·s/in²,poundal second per square inch
0112/2///62720#UAB435,705778293,lb/(ft·min),pound (avoirdupois) per foot minute
0112/2///62720#UAB436,705778294,lb/(ft·d),pound (avoirdupois) per foot day
0112/2///62720#UAB437,705778295,in·pdl,inch poundal
0112/2///62720#UAB438,705778296,PS,Pferdestaerke
0112/2///62720#UAB439,705778297,HK,Hefner‑Kerze
0112/2///62720#UAB440,705778320,IK,international candle
0112/2///62720#UAB441,705778321,cd/ft²,candela per square foot
0112/2///62720#UAB442,705778322,rem/s,rem per second
0112/2///62720#UAB443,705778323,1/1,one per one
0112/2///62720#UAB444,705778324,J/min,joule per minute
0112/2///62720#UAB445,705778325,J/h,joule per hour
0112/2///62720#UAB446,705778326,J/d,joule per day
0112/2///62720#UAB447,705778327,kJ/s,kilojoule per second
0112/2///62720#UAB448,705778328,kJ/min,kilojoule per minute
0112/2///62720#UAB449,705778329,kJ/h,kilojoule per hour
0112/2///62720#UAB450,705778352,kJ/d,kilojoule per day
0112/2///62720#UAB451,705778353,lbmol/s,pound mole per second
0112/2///62720#UAB452,705778354,lbmol/h,pound mole per minute
0112/2///62720#UAB453,705778355,pdl/in,poundal per inch
0112/2///62720#UAB454,705778356,lbf/yd,pound-force per yard
0112/2///62720#UAB455,705778357,kcalIT/(g·K),kilocalorie (international table) per gram kelvin
0112/2///62720#UAB456,705778358,kW/(m²·K),kilowatt per square metre kelvin
0112/2///62720#UAB457,705778359,W/(m·°C),watt per metre degree Celsius
0112/2///62720#UAB458,705778360,kW/(m·K),kilowatt per metre kelvin
0112/2///62720#UAB459,705778361,kW/(m·°C),kilowatt per metre degree Celsius
0112/2///62720#UAB460,705778384,m²/(s·Pa),square metre per second pascal
0112/2///62720#UAB461,705778385,m/(°C·m),metre per degree Celcius metre
0112/2///62720#UAB462,705778386,Pa/(kg/m²),pascal square metre per kilogram
0112/2///62720#UAB463,705778387,N·m/m,newton metre per metre
0112/2///62720#UAB464,705778388,Sv/h,sievert per hour
0112/2///62720#UAB465,705778389,mSv/h,millisievert per hour
0112/2///62720#UAB466,705778390,µSv/h,microsievert per hour
0112/2///62720#UAB467,705778391,nSv/h,nanosievert per hour
0112/2///62720#UAB468,705778392,Sv/min,sievert per minute
0112/2///62720#UAB469,705778393,mSv/min,millisievert per minute
0112/2///62720#UAB470,705778416,µSv/min,microsievert per minute
0112/2///62720#UAB471,705778417,nSv/min,nanosievert per minute
0112/2///62720#UAB472,705778418,Gy/min,gray per minute
0112/2///62720#UAB473,705778419,mGy/min,milligray per minute
0112/2///62720#UAB474,705778420,µGy/min,microgray per minute
0112/2///62720#UAB475,705778421,nGy/min,nanogray per minute
0112/2///62720#UAB476,705778422,Gy/h,gray per hour
0112/2///62720#UAB477,705778423,mGy/h,milligray per hour
0112/2///62720#UAB478,705778424,µGy/h,microgray per hour
0112/2///62720#UAB479,705778425,nGy/h,nanogray per hour
0112/2///62720#UAB480,705778448,B/m,bel per metre
0112/2///62720#UAB481,705778449,kg/(m²·Pa·s),kilogram per square metre pascal second
0112/2///62720#UAB482,705778450,m/rad,metre per radiant
0112/2///62720#UAB483,705778451,lbf·ft/A,pound-force foot per ampere
0112/2///62720#UAB484,705778452,lbf·ft/lb,pound-force foot per pound
0112/2///62720#UAB485,705778453,A/kg,ampere per kilogram
0112/2///62720#UAB486,705778454,C·m²/V,coulomb square metre per volt
0112/2///62720#UAB487,705778455,J·m²/kg,joule square metre per kilogram
0112/2///62720#UAB488,705778456,K·m/W,kelvin metre per watt
0112/2///62720#UAB490,705778480,N·m/kg,newton metre per kilogram
0112/2///62720#UAB491,705778481,N·m²/kg²,newton square metre per kilogram squared
0112/2///62720#UAB492,705778482,m²/N,square metre per newton
0112/2///62720#UAB493,705778483,m²/(s·bar),square metre per second bar
0112/2///62720#UAB494,705778484,mA/psi,milliampere per pound-force square inch
0112/2///62720#UAB495,705778485,kg/km,kilogram per kilometre
0112/2///62720#UAB496,705778486,GΩ/m,gigaohm per metre
0112/2///62720#UAB498,705778488,1/VAs,reciprocal volt ampere second
0112/2///62720#UAB499,705778489,Pa·s/l,pascal second per litre
0112/2///62720#UAB500,705779216,mmol/l,millimole per litre
0112/2///62720#UAB503,705779219,cGy,centigray
0112/2///62720#UAB504,705779220,kGy,kilogray
0112/2///62720#UAB505,705779221,MGy,megagray
0112/2///62720#UAB506,705779222,PW,petawatt
0112/2///62720#UAB507,705779223,EW,exawatt
0112/2///62720#UAB508,705779224,pJ/s,picojoule per second
0112/2///62720#UAB509,705779225,nJ/s,nanojoule per second
0112/2///62720#UAB510,705779248,µJ/s,microjoule per second
0112/2///62720#UAB511,705779249,mJ/s,millijoule per second
0112/2///62720#UAB512,705779250,GJ/s,gigajoule per second
0112/2///62720#UAB513,705779251,TJ/s,terajoule per second
0112/2///62720#UAB514,705779252,PJ/s,petajoule per second
0112/2///62720#UAB515,705779253,EJ/s,exajoule per second
0112/2///62720#UAB523,705779283,nmol,nanomole
0112/2///62720#UAB530,705779312,pV·A,picovolt ampere
0112/2///62720#UAB531,705779313,nV·A,nanovolt ampere
0112/2///62720#UAB532,705779314,µV·A,microvolt ampere
0112/2///62720#UAB533,705779315,mV·A,millivolt ampere
0112/2///62720#UAB534,705779316,GV·A,gigavolt ampere
0112/2///62720#UAB535,705779317,TV·A,teravolt ampere
0112/2///62720#UAB536,705779318,PV·A,petavolt ampere
0112/2///62720#UAB537,705779319,EV·A,exavolt ampere
0112/2///62720#UAB539,705779321,nW/m²,nanowatt per square metre
0112/2///62720#UAB547,705779351,nN·m/m²,nanonewton metre per square metre
0112/2///62720#UAB548,705779352,µN·m/m²,micronewton metre per square metre
0112/2///62720#UAB549,705779353,mN·m/m²,millinewton metre per square metre
0112/2///62720#UAB551,705779377,cN·m/m²,centinewton metre per square metre
0112/2///62720#UAB552,705779378,kN·m/m²,kilonewton metre per square metre
0112/2///62720#UAB553,705779379,MN·m/m²,meganewton metre per square metre
0112/2///62720#UAB554,705779380,GN·m/m²,giganewton metre per square metre
0112/2///62720#UAB588,705779480,fF,femtofarad
0112/2///62720#UAB589,705779481,TBq,terabecquerel
0112/2///62720#UAB590,705779504,PBq,petabecquerel
0112/2///62720#UAB591,705779505,Mflops,megafloating point operations per second
0112/2///62720#UAB592,705779506,Gflops,gigafloatingpoint operations per second
0112/2///62720#UAB593,705779507,Tflops,terafloating point operations per second
0112/2///62720#UAB594,705779508,Pflops,petafloating point operations per second
0112/2///62720#UAB595,705779509,Ma,Mach
0112/2///62720#UAB596,705779510,mag,Richter magnitude
0112/2///62720#UAB597,705779511,SPF,sun protection factor
0112/2///62720#UAB598,705779512,momme (pearl),Momme (pearl)
0112/2///62720#UAB599,705779513,momme (textile),Momme (textile)
0112/2///62720#UAB600,705780240,U,enzyme unit
0112/2///62720#UAB603,705780243,IU,international unit
0112/2///62720#UAB604,705780244,ms,spin quantum number
0112/2///62720#UAB605,705780245,pt,point
0112/2///62720#UAB606,705780246,pi,pica
0112/2///62720#UAB637,705780343,aA,attoampere
0112/2///62720#UAB638,705780344,fA,femtoampere
0112/2///62720#UAB639,705780345,GA,gigaampere
0112/2///62720#UAB640,705780368,TA,teraampere
0112/2///62720#UAB641,705780369,PA,petaampere
0112/2///62720#UAB698,705780536,mHz,millihertz
0112/2///62720#UAB699,705780537,PHz,petahertz
0112/2///62720#UAB738,705781368,pJ,picojoule
0112/2///62720#UAB739,705781369,nJ,nanojoule
0112/2///62720#UAB740,705781392,µJ,microjoule
0112/2///62720#UAB787,705781527,kΩ/m,kiloohm per metre
0112/2///62720#UAB833,705782387,Mt,megatonne
0112/2///62720#UAB834,705782388,fg,femtogram
0112/2///62720#UAB835,705782389,pg,picogram
0112/2///62720#UAB836,705782390,ng,nanogram
0112/2///62720#UAB837,705782391,“,zoll
0112/2///62720#UAB840,705782416,°C⁻¹,reciprocal degree Celsius
0112/2///62720#UAC000,705806864,cm⁴,centimetre to the fourth power
0112/2///62720#UAC001,705806865,mm/m,millimetre per metre
0112/2///62720#UAC002,705806866,µm/m,micrometre per metre
0112/2///62720#UAC003,705806867,kg⁻¹,reciprocal kilogram
0112/2///62720#UAC004,705806868,g⁻¹,reciprocal gram
0112/2///62720#UAC005,705806869,mg⁻¹,reciprocal milligram
0112/2///62720#UAC006,705806870,t⁻¹,reciprocal tonne
0112/2///62720#UAC007,705806871,oz⁻¹,reciprocal ounce (avoirdupois)
0112/2///62720#UAC008,705806872,lb⁻¹,reciprocal pound (avoirdupois)
0112/2///62720#UAC009,705806873,m/(s·K),metre per second kelvin
0112/2///62720#UAC503,705811987,mBq,millibecquerel
0112/2///62720#UAC504,705811988,pvar,picovolt ampere reactive
0112/2///62720#UAC505,705811989,nvar,nanovolt ampere reactive
0112/2///62720#UAC506,705811990,µvar,microvolt ampere reactive
0112/2///62720#UAC507,705811991,mvar,millivolt ampere reactive
0112/2///62720#UAC508,705811992,Gvar,gigavolt ampere reactive
0112/2///62720#UAC509,705811993,Tvar,teravolt ampere reactive
0112/2///62720#UAC696,705813302,as,attosecond
0112/2///62720#UAC697,705813303,fs,femtosecond
0112/2///62720#UAC698,705813304,Ms,megasecond
0112/2///62720#UAC770,705814256,fV,femtovolt
0112/2///62720#UAC771,705814257,nV,nanovolt
0112/2///62720#UAC772,705814258,GV,gigavolt
0112/2///62720#UAC773,705814259,TV,teravolt
0112/2///62720#UAC780,705814288,%/(m³/h),percent hour per cubic metre
0112/2///62720#UAC781,705814289,%/(cm³/h),percent hour per cubic centimetre
0112/2///62720#UAC782,705814290,%/(l/h),percent hour per litre
0112/2///62720#UAC783,705814291,%/(gal (US)/h),percent hour per gallon (US)
0112/2///62720#UAC784,705814292,%/(gal (UK)/h),percent hour per gallon (UK)
0112/2///62720#UAC785,705814293,%/(in³/h),percent hour per cubic inch
0112/2///62720#UAC786,705814294,%/(ft³/h),percent hour per cubic foot
0112/2///62720#UAC787,705814295,%/(yd³/h),percent hour per cubic yard
0112/2///62720#UAC788,705814296,%/(m³/min),percent minute per cubic metre
0112/2///62720#UAC789,705814297,%/(cm³/min),percent minute per cubic centimetre
0112/2///62720#UAC790,705814320,%/(l/min),percent minute per litre
0112/2///62720#UAC791,705814321,%/(gal (US)/min),percent minute per gallon (US)
0112/2///62720#UAC792,705814322,%/(gal (UK)/min),percent minute per gallon (UK)
0112/2///62720#UAC793,705814323,%/(in³/min),percent minute per cubic inch
0112/2///62720#UAC794,705814324,%/(ft³/min),percent minute per cubic foot
0112/2///62720#UAC795,705814325,%/(yd³/min),percent minute per cubic yard
0112/2///62720#UAC796,705814326,%/(m³/s),percent second per cubic metre
0112/2///62720#UAC797,705814327,%/(cm³/s),percent second per cubic centimetre
0112/2///62720#UAC798,705814328,%/(l/s),percent second per litre
0112/2///62720#UAC799,705814329,%/(gal (US)/s),percent second per gallon (US)
0112/2///62720#UAC800,705815056,%/(gal (UK)/s),percent second per gallon (UK)
0112/2///62720#UAC801,705815057,%/(in³/s),percent second per cubic inch
0112/2///62720#UAC802,705815058,%/(ft³/s),percent second per cubic foot
0112/2///62720#UAC803,705815059,%/(yd³/s),percent second per cubic yard
0112/2///62720#UAC804,705815060,%/(mPa·s),percent per millipascal second
0112/2///62720#UAC805,705815061,%/(Pa·s),percent per pascal second
0112/2///62720#UAC806,705815062,%/P,percent per poise
0112/2///62720#UAC807,705815063,%/cP,percent per centipoise
0112/2///62720#UAC808,705815064,%/(lb/(ft·h)),percent foot hour per pound (avoirdupois)
0112/2///62720#UAC809,705815065,%/(lb/(ft·s)),percent foot second per pound (avoirdupois)
0112/2///62720#UAC810,705815088,%/(lbf·s/ft²),percent square foot per pound-force second
0112/2///62720#UAC811,705815089,%/(lbf·s/in²),percent square inch per pound-force second
0112/2///62720#UAC812,705815090,g/m³)/(m³/h,gram hour per power of metre with the exponent 6
0112/2///62720#UAC813,705815091,g/m³)/(cm³/h,gram hour per cubic metre cubic centimetre
0112/2///62720#UAC814,705815092,g/m³)/(l/h,gram hour per cubic metre litre
0112/2///62720#UAC815,705815093,g/m³)/(m³/min,gram minute per power of metre with the exponent 6
0112/2///62720#UAC816,705815094,g/m³)/(cm³/min,gram minute per cubic metre cubic centimetre
0112/2///62720#UAC817,705815095,g/m³)/(l/min,gram minute per cubic metre litre
0112/2///62720#UAC818,705815096,g/m³)/(m³/s,gram second per power of metre with the exponent 6
0112/2///62720#UAC819,705815097,g/m³)/(cm³/s,gram second per cubic metre cubic centimetre
0112/2///62720#UAC820,705815120,g/m³)/(l/s,gram second per cubic metre litre
0112/2///62720#UAC821,705815121,g/l)/(m³/h,gram hour per litre cubic metre
0112/2///62720#UAC822,705815122,g/l)/(cm³/h,gram hour per litre cubic centimetre
0112/2///62720#UAC823,705815123,g/l)/(l/h,gram hour per litre squared
0112/2///62720#UAC824,705815124,g/l)/(m³/min,gram minute per litre cubic metre
0112/2///62720#UAC825,705815125,g/l)/(cm³/min,gram minute per litre cubic centimetre
0112/2///62720#UAC826,705815126,g/l)/(l/min,gram minute per litre squared
0112/2///62720#UAC827,705815127,g/l)/(m³/s,gram second per litre cubic metre
0112/2///62720#UAC828,705815128,g/l)/(cm³/s,gram second per litre cubic centimetre
0112/2///62720#UAC829,705815129,g/l)/(l/s,gram second per litre squared
0112/2///62720#UAC830,705815152,mg/m³)/(m³/h,milligram hour per power of metre with the exponent 6
0112/2///62720#UAC831,705815153,mg/m³)/(cm³/h,milligram hour per cubic metre cubic centimetre
0112/2///62720#UAC832,705815154,mg/m³)/(l/h,milligram hour per cubic metre litre
0112/2///62720#UAC833,705815155,mg/m³)/(m³/min,milligram minute per power of metre with the exponent 6
0112/2///62720#UAC834,705815156,mg/m³)/(cm³/min,milligram minute per cubic metre cubic centimetre
0112/2///62720#UAC835,705815157,mg/m³)/(l/s,milligram second per cubic metre litre
0112/2///62720#UAC836,705815158,mg/l)/(m³/h,milligram hour per litre cubic metre
0112/2///62720#UAC837,705815159,mg/l)/(cm³/h,milligram hour per litre cubic centimetre
0112/2///62720#UAC838,705815160,mg/l)/(l/h,milligram hour per litre squared
0112/2///62720#UAC839,705815161,mg/l)/(m³/min,milligram minute per litre cubic metre
0112/2///62720#UAC840,705815184,mg/l)/(cm³/min,milligram minute per litre cubic centimetre
0112/2///62720#UAC841,705815185,mg/l)/(l/min,milligram minute per litre squared
0112/2///62720#UAC842,705815186,mg/l)/(m³/s,milligram second per litre cubic metre
0112/2///62720#UAC843,705815187,mg/l)/(cm³/s,milligram second per litre cubic centimetre
0112/2///62720#UAC844,705815188,mg/l)/(l/s,milligram second per litre squared
0112/2///62720#UAC845,705815189,lb/ft³)/(gal (US)/h,pound hour per cubic foot gallon (US)
0112/2///62720#UAC846,705815190,lb/ft³)/(gal (UK)/h,pound hour per cubic foot gallon (UK)
0112/2///62720#UAC847,705815191,lb/ft³)/(in³/h,pound hour per cubic foot cubic inch
0112/2///62720#UAC848,705815192,lb/ft³)/(ft³/h,pound hour per power of foot with the exponent 6
0112/2///62720#UAC849,705815193,lb/ft³)/(yd³/h,pound hour per cubic foot cubic yard
0112/2///62720#UAC850,705815216,lb/in³)/(gal (US)/h,pound hour per cubic inch gallon (US)
0112/2///62720#UAC851,705815217,lb/in³)/(gal (UK)/h,pound hour per cubic inch gallon (UK)
0112/2///62720#UAC852,705815218,lb/in³)/(in³/h,pound hour per power of inch with the exponent 6
0112/2///62720#UAC853,705815219,lb/in³)/(ft³/h,pound hour per cubic inch cubic foot
0112/2///62720#UAC854,705815220,lb/in³)/(yd³/h,pound hour per cubic inch cubic yard
0112/2///62720#UAC855,705815221,lb/(gal (US))/(gal (US)/h,pound hour per square gallon (US)
0112/2///62720#UAC857,705815223,lb/(gal (US))/(in³/h,pound hour per gallon (US) cubic inch
0112/2///62720#UAC858,705815224,lb/(gal (US))/(ft³/h,pound hour per gallon (US) cubic foot
0112/2///62720#UAC859,705815225,lb/(gal (US))/(yd³/h,pound hour per gallon (US) cubic yard
0112/2///62720#UAC861,705815249,lb/(gal (UK))/(gal (UK)/h,pound hour per square gallon (UK)
0112/2///62720#UAC862,705815250,lb/(gal (UK))/(in³/h,pound hour per gallon (UK) cubic inch
0112/2///62720#UAC863,705815251,lb/(gal (UK))/(ft³/h,pound hour per gallon (UK) cubic foot
0112/2///62720#UAC864,705815252,lb/(gal (UK))/(yd³/h,pound hour per gallon (UK) cubic yard
0112/2///62720#UAC865,705815253,oz/in³)/(gal (US)/h,ounce hour per cubic inch gallon (US)
0112/2///62720#UAC866,705815254,oz/in³)/(gal (UK)/h,ounce hour per cubic inch gallon (UK)
0112/2///62720#UAC867,705815255,oz/in³)/(in³/h,ounce hour per power of inch with the exponent 6
0112/2///62720#UAC868,705815256,oz/in³)/(ft³/h,ounce hour per cubic inch cubic foot
0112/2///62720#UAC869,705815257,oz/in³)/(yd³/h,ounce hour per cubic inch cubic yard
0112/2///62720#UAC870,705815280,lb/ft³)/(gal (US)/min,pound minute per cubic foot gallon (US)
0112/2///62720#UAC871,705815281,lb·min/(ft³·gal (UK)),pound minute per cubic foot gallon (UK)
0112/2///62720#UAC872,705815282,lb/ft³)/(in³/min,pound minute per cubic foot cubic inch
0112/2///62720#UAC873,705815283,lb/ft³)/(ft³/min,pound minute per power of foot with the exponent 6
0112/2///62720#UAC874,705815284,lb/ft³)/(yd³/min,pound minute per cubic foot cubic yard
0112/2///62720#UAC875,705815285,lb/in³)/(gal (US)/min,pound minute per cubic inch gallon (US)
0112/2///62720#UAC876,705815286,lb·min/(in³·gal (UK)),pound minute per cubic inch gallon (UK)
0112/2///62720#UAC877,705815287,lb/in³)/(in³/min,pound minute per power of inch with the exponent 6
0112/2///62720#UAC878,705815288,lb/in³)/(ft³/min,pound minute per cubic inch cubic foot
0112/2///62720#UAC879,705815289,lb/in³)/(yd³/min,pound minute per cubic inch cubic yard
0112/2///62720#UAC880,705815312,lb/(gal (US))/(gal (US)/min,pound minute per square gallon (US)
0112/2///62720#UAC882,705815314,lb/(gal (US))/(in³/min,pound minute per gallon (US) cubic inch
0112/2///62720#UAC883,705815315,lb/(gal (US))/(ft³/min,pound minute per gallon (US) cubic foot
0112/2///62720#UAC884,705815316,lb/(gal (US))/(yd³/min,pound minute per gallon (US) cubic yard
0112/2///62720#UAC886,705815318,lb/(gal (UK))/(gal (UK)/min,pound minute per square gallon (UK)
0112/2///62720#UAC887,705815319,lb/(gal (UK))/(in³/min,pound minute per gallon (UK) cubic inch
0112/2///62720#UAC888,705815320,lb/(gal (UK))/(ft³/min,pound minute per gallon (UK) cubic foot
0112/2///62720#UAC889,705815321,lb/(gal (UK))/(yd³/min,pound minute per gallon (UK) cubic yard
0112/2///62720#UAD514,705844788,mol⁻¹,reciprocal mole
0112/2///62720#UAD611,705845809,m⁻²,reciprocal square metre
0112/2///62720#UAD692,705846066,Pa/Pa,pascal per pascal
0112/2///62720#UAD800,705847824,oz/in³)/(in³/min,ounce minute per power of inch with the exponent 6
0112/2///62720#UAD801,705847825,oz/in³)/(ft³/min,ounce minute per cubic inch cubic foot
0112/2///62720#UAD802,705847826,oz/in³)/(yd³/min,ounce minute per cubic inch cubic yard
0112/2///62720#UAD803,705847827,lb/ft³)/(gal (US)/s,pound second per cubic foot gallon (US)
0112/2///62720#UAD804,705847828,lb/ft³)/(gal (UK)/s,pound second per cubic foot gallon (UK)
0112/2///62720#UAD805,705847829,lb/ft³)/(in³/s,pound second per cubic foot cubic inch
0112/2///62720#UAD806,705847830,lb/ft³)/(ft³/s,pound second per power of foot with the exponent 6
0112/2///62720#UAD807,705847831,lb/ft³)/(yd³/s,pound second per cubic foot cubic yard
0112/2///62720#UAD808,705847832,lb/in³)/(gal (US)/s,pound second per cubic inch gallon (US)
0112/2///62720#UAD809,705847833,lb/in³)/(gal (UK)/s,pound second per cubic inch gallon (UK)
0112/2///62720#UAD810,705847856,lb/in³)/(in³/s,pound second per power of inch with the exponent 6
0112/2///62720#UAD811,705847857,lb/in³)/(ft³/s,pound second per cubic inch cubic foot
0112/2///62720#UAD812,705847858,lb/in³)/(yd³/s,pound second per cubic inch cubic yard
0112/2///62720#UAD813,705847859,lb/(gal (US))/(gal (US)/s,pound second per square gallon (US)
0112/2///62720#UAD815,705847861,lb/(gal (US))/(in³/s,pound second per gallon (US) cubic inch
0112/2///62720#UAD816,705847862,lb/(gal (US))/(ft³/s,pound second per gallon (US) cubic foot
0112/2///62720#UAD817,705847863,lb/(gal (US))/(yd³/s,pound second per gallon (US) cubic yard
0112/2///62720#UAD819,705847865,lb/(gal (UK))/(gal (UK)/s,pound second per square gallon (UK)
0112/2///62720#UAD820,705847888,lb/(gal (UK))/(in³/s,pound second per gallon (UK) cubic inch
