WellKnownRole_KeyCredentialAdmin_RemoveEndpoint,1735,Method,"[SigningRequired,EncryptionRequired]","{'SecurityAdmin':'(61455) All'}"
WellKnownRole_KeyCredentialAdmin_RemoveEndpoint_InputArguments,1736,Variable,"[SigningRequired,EncryptionRequired]","{'SecurityAdmin':'(59391) All'}"
WellKnownRole_KeyCredentialAdmin_RemoveIdentity,1727,Method,"[SigningRequired,EncryptionRequired]","{'SecurityAdmin':'(61455) All'}"
WellKnownRole_KeyCredentialAdmin_RemoveIdentity_InputArguments,1728,Variable,"[SigningRequired,EncryptionRequired]","{'SecurityAdmin':'(59391) All'}"
WellKnownRole_RegistrationAuthorityAdmin_AddApplication,1710,Method,"[SigningRequired,EncryptionRequired]","{'SecurityAdmin':'(61455) All'}"
WellKnownRole_RegistrationAuthorityAdmin_AddApplication_InputArguments,1711,Variable,"[SigningRequired,EncryptionRequired]","{'SecurityAdmin':'(59391) All'}"
WellKnownRole_RegistrationAuthorityAdmin_AddEndpoint,1714,Method,"[SigningRequired,EncryptionRequired]","{'SecurityAdmin':'(61455) All'}"
WellKnownRole_RegistrationAuthorityAdmin_AddEndpoint_InputArguments,1715,Variable,"[SigningRequired,EncryptionRequired]","{'SecurityAdmin':'(59391) All'}"
WellKnownRole_RegistrationAuthorityAdmin_AddIdentity,1706,Method,"[SigningRequired,EncryptionRequired]","{'SecurityAdmin':'(61455) All'}"
WellKnownRole_RegistrationAuthorityAdmin_AddIdentity_InputArguments,1707,Variable,"[SigningRequired,EncryptionRequired]","{'SecurityAdmin':'(59391) All'}"
WellKnownRole_RegistrationAuthorityAdmin_Applications,1702,Variable,"[SigningRequired,EncryptionRequired]","{'SecurityAdmin':'(59391) All'}"
WellKnownRole_RegistrationAuthorityAdmin_ApplicationsExclude,1701,Variable,"[SigningRequired,EncryptionRequired]","{'SecurityAdmin':'(59391) All'}"
WellKnownRole_RegistrationAuthorityAdmin_Endpoints,1704,Variable,"[SigningRequired,EncryptionRequired]","{'SecurityAdmin':'(59391) All'}"
WellKnownRole_RegistrationAuthorityAdmin_EndpointsExclude,1703,Variable,"[SigningRequired,EncryptionRequired]","{'SecurityAdmin':'(59391) All'}"
WellKnownRole_RegistrationAuthorityAdmin_Identities,1700,Variable,"[SigningRequired,EncryptionRequired]","{'SecurityAdmin':'(59391) All'}"
WellKnownRole_RegistrationAuthorityAdmin_RemoveApplication,1712,Method,"[SigningRequired,EncryptionRequired]","{'SecurityAdmin':'(61455) All'}"
WellKnownRole_RegistrationAuthorityAdmin_RemoveApplication_InputArguments,1713,Variable,"[SigningRequired,EncryptionRequired]","{'SecurityAdmin':'(59391) All'}"
WellKnownRole_RegistrationAuthorityAdmin_RemoveEndpoint,1716,Method,"[SigningRequired,EncryptionRequired]","{'SecurityAdmin':'(61455) All'}"
WellKnownRole_RegistrationAuthorityAdmin_RemoveEndpoint_InputArguments,1717,Variable,"[SigningRequired,EncryptionRequired]","{'SecurityAdmin':'(59391) All'}"
WellKnownRole_RegistrationAuthorityAdmin_RemoveIdentity,1708,Method,"[SigningRequired,EncryptionRequired]","{'SecurityAdmin':'(61455) All'}"
WellKnownRole_RegistrationAuthorityAdmin_RemoveIdentity_InputArguments,1709,Variable,"[SigningRequired,EncryptionRequired]","{'SecurityAdmin':'(59391) All'}"
